cluster_idx	average mz	average RT	average charge	num spectra
1437	965.321	-1	2.35713e+08	7
1438	967.113	-1	3.29998e+08	5
1439	969.85	-1	8.24995e+08	2
1440	969.68	-1	4.12498e+08	4
1441	971.03	-1	4.12498e+08	4
1442	971.559	-1	3.29998e+08	5
1444	974.794	-1	3.51062e+07	47
1445	974.822	-1	3.29998e+08	5
1446	974.806	-1	2.74998e+08	6
1447	974.82	-1	5.49997e+08	3
1449	975.317	-1	5.49997e+08	3
1450	978.075	-1	4.12498e+08	4
1451	979.605	-1	2.74998e+08	6
1452	981.095	-1	8.24995e+08	2
1453	983.55	-1	1.83332e+08	9
1457	985.25	-1	2.74998e+08	6
1458	985.476	-1	8.24995e+08	2
1460	988.035	-1	4.12498e+08	4
1462	988.999	-1	4.12498e+08	4
1464	991.5	-1	2.74998e+08	6
1466	993.698	-1	2.35713e+08	7
1469	996.257	-1	3.29998e+08	5
1470	997.524	-1	5.49997e+08	3
1475	999.564	-1	8.24995e+08	2
1476	1001.09	-1	4.12498e+08	4
1477	1002.51	-1	5.49997e+08	3
1480	1003.32	-1	3.29998e+08	5
1481	1007.14	-1	1.83332e+08	9
1483	1008.7	-1	1.64999e+08	10
1491	1011.4	-1	3.29998e+08	5
1493	1012.36	-1	3.29998e+08	5
1495	1014.33	-1	2.06249e+08	8
1497	1015.62	-1	5.49997e+08	3
1498	1016.95	-1	2.35713e+08	7
1500	1019.27	-1	3.29998e+08	5
1503	1021.61	-1	5.49997e+08	3
1505	1022.63	-1	3.29998e+08	5
1508	1025.77	-1	3.29998e+08	5
1511	1027.77	-1	3.29998e+08	5
1513	1029.56	-1	5.49997e+08	3
1516	1030.64	-1	8.24995e+08	2
1518	1030.81	-1	8.24995e+08	2
1519	1033.21	-1	2.74998e+08	6
1522	1035.74	-1	5.49997e+08	3
1527	1037.5	-1	5.49997e+08	3
1529	1039.63	-1	4.12498e+08	4
